timestamp_utc,model_name,seed,quantization,dtype,GPU_NAME,batch_target_prompt_sz,batch_filler_token_length,batch_filler_tk_sz_mode,batch_size,question_index,run_index,target_index_in_batch,target_prompt_length,target_answer,raw_response,processed_response,argmax_option_from_logits,logit_A,logit_B,logit_C,logit_D,logit_E,raw_vocab_logits_file,batch_lengths,unique_batch_lengths,repeated_prompts_in_batch,batch_hash
2026-06-10T02:46:59.498782,glm-4-9b-hf,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,68,69,LARGER_1,1,0,0,0,68,E,E,E,E,17.62500,26.62500,18.12500,18.75000,27.00000,,[68],1,0,b4bf5e71bd16885783cfbf26b8d02650f44c59def99990406271f957a45e0f52
2026-06-10T02:46:59.562398,glm-4-9b-hf,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,68,69,LARGER_1,1,0,1,0,68,E,E,E,E,17.62500,26.62500,18.12500,18.75000,27.00000,,[68],1,0,b4bf5e71bd16885783cfbf26b8d02650f44c59def99990406271f957a45e0f52
2026-06-10T02:46:59.620346,glm-4-9b-hf,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,68,69,LARGER_1,1,0,2,0,68,E,E,E,E,17.62500,26.62500,18.12500,18.75000,27.00000,,[68],1,0,b4bf5e71bd16885783cfbf26b8d02650f44c59def99990406271f957a45e0f52
2026-06-10T02:46:59.679800,glm-4-9b-hf,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,68,69,LARGER_1,1,0,3,0,68,E,E,E,E,17.62500,26.62500,18.12500,18.75000,27.00000,,[68],1,0,b4bf5e71bd16885783cfbf26b8d02650f44c59def99990406271f957a45e0f52
2026-06-10T02:46:59.740061,glm-4-9b-hf,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,68,69,LARGER_1,1,0,4,0,68,E,E,E,E,17.62500,26.62500,18.12500,18.75000,27.00000,,[68],1,0,b4bf5e71bd16885783cfbf26b8d02650f44c59def99990406271f957a45e0f52
2026-06-10T02:46:59.801107,glm-4-9b-hf,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,68,69,LARGER_1,1,0,5,0,68,E,E,E,E,17.62500,26.62500,18.12500,18.75000,27.00000,,[68],1,0,b4bf5e71bd16885783cfbf26b8d02650f44c59def99990406271f957a45e0f52
2026-06-10T02:46:59.862831,glm-4-9b-hf,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,68,69,LARGER_1,1,0,6,0,68,E,E,E,E,17.62500,26.62500,18.12500,18.75000,27.00000,,[68],1,0,b4bf5e71bd16885783cfbf26b8d02650f44c59def99990406271f957a45e0f52
2026-06-10T02:46:59.919620,glm-4-9b-hf,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,68,69,LARGER_1,1,0,7,0,68,E,E,E,E,17.62500,26.62500,18.12500,18.75000,27.00000,,[68],1,0,b4bf5e71bd16885783cfbf26b8d02650f44c59def99990406271f957a45e0f52
2026-06-10T02:46:59.976208,glm-4-9b-hf,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,68,69,LARGER_1,1,0,8,0,68,E,E,E,E,17.62500,26.62500,18.12500,18.75000,27.00000,,[68],1,0,b4bf5e71bd16885783cfbf26b8d02650f44c59def99990406271f957a45e0f52
2026-06-10T02:47:00.032753,glm-4-9b-hf,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,68,69,LARGER_1,1,0,9,0,68,E,E,E,E,17.62500,26.62500,18.12500,18.75000,27.00000,,[68],1,0,b4bf5e71bd16885783cfbf26b8d02650f44c59def99990406271f957a45e0f52
