timestamp_utc,model_name,seed,quantization,dtype,GPU_NAME,batch_target_prompt_sz,batch_filler_token_length,batch_filler_tk_sz_mode,batch_size,question_index,run_index,target_index_in_batch,frozen_batch,batch_random_state,target_prompt_length,target_answer,processed_response,argmax_option_from_logits,logit_A,logit_B,batch_lengths,unique_batch_lengths,repeated_prompts_in_batch,batch_hash,raw_vocab_logits_file,prob_A,prob_B,rank_A,rank_B,best_choice_from_logits,best_choice_logit,best_choice_rank,second_choice_from_logits,second_choice_logit,choice_margin_top1_top2,choice_entropy,global_max_token_id,global_max_token_repr,global_max_token_logit,global_max_token_is_choice,global_min_token_id,global_min_token_repr,global_min_token_logit,global_min_token_is_choice,gap_global_best_minus_best_choice,logits_mean,logits_std,logits_l2_norm,top1_token_id,top1_token_repr,top1_token_logit,top1_is_choice,top2_token_id,top2_token_repr,top2_token_logit,top2_is_choice,top3_token_id,top3_token_repr,top3_token_logit,top3_is_choice,top4_token_id,top4_token_repr,top4_token_logit,top4_is_choice,top5_token_id,top5_token_repr,top5_token_logit,top5_is_choice,top6_token_id,top6_token_repr,top6_token_logit,top6_is_choice,top7_token_id,top7_token_repr,top7_token_logit,top7_is_choice,top8_token_id,top8_token_repr,top8_token_logit,top8_is_choice,top9_token_id,top9_token_repr,top9_token_logit,top9_is_choice,top10_token_id,top10_token_repr,top10_token_logit,top10_is_choice,bottom1_token_id,bottom1_token_repr,bottom1_token_logit,bottom1_is_choice,bottom2_token_id,bottom2_token_repr,bottom2_token_logit,bottom2_is_choice,bottom3_token_id,bottom3_token_repr,bottom3_token_logit,bottom3_is_choice
2026-06-29T21:04:15.394278,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,59,61,LARGER_1,1,0,0,0,True,383329927,59,B,A,A,1.93750,0.50391,[59],1,0,327e7bf1b175de183631d24fc69c3ba2a6ee0215415bb59eccb382bcbe679c90,,0.80746,0.19254,2533,4322,A,1.93750,2533,B,0.50391,1.43359,0.48988,781,'\n',16.25000,False,20018,'/******/',-11.68750,False,14.31250,-2.15119,2.59103,609.60132,781,'\n',16.25000,False,17994,'________________',12.75000,False,3588,'An',12.12500,False,4149,'If',12.00000,False,1782,'The',11.87500,False,12837,'Please',11.87500,False,3269,'No',11.56250,False,29500,'(',11.43750,False,1425,'In',11.43750,False,2744,'You',11.00000,False,20018,'/******/',-11.68750,False,24038,'ByComparator',-10.00000,False,32700,'ҽ',-9.87500,False
2026-06-29T21:04:15.456475,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,59,61,LARGER_1,1,0,1,0,True,383329927,59,B,A,A,1.93750,0.50391,[59],1,0,327e7bf1b175de183631d24fc69c3ba2a6ee0215415bb59eccb382bcbe679c90,,0.80746,0.19254,2533,4322,A,1.93750,2533,B,0.50391,1.43359,0.48988,781,'\n',16.25000,False,20018,'/******/',-11.68750,False,14.31250,-2.15119,2.59103,609.60132,781,'\n',16.25000,False,17994,'________________',12.75000,False,3588,'An',12.12500,False,4149,'If',12.00000,False,1782,'The',11.87500,False,12837,'Please',11.87500,False,3269,'No',11.56250,False,29500,'(',11.43750,False,1425,'In',11.43750,False,2744,'You',11.00000,False,20018,'/******/',-11.68750,False,24038,'ByComparator',-10.00000,False,32700,'ҽ',-9.87500,False
2026-06-29T21:04:15.505515,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,59,61,LARGER_1,1,0,2,0,True,383329927,59,B,A,A,1.93750,0.50391,[59],1,0,327e7bf1b175de183631d24fc69c3ba2a6ee0215415bb59eccb382bcbe679c90,,0.80746,0.19254,2533,4322,A,1.93750,2533,B,0.50391,1.43359,0.48988,781,'\n',16.25000,False,20018,'/******/',-11.68750,False,14.31250,-2.15119,2.59103,609.60132,781,'\n',16.25000,False,17994,'________________',12.75000,False,3588,'An',12.12500,False,4149,'If',12.00000,False,1782,'The',11.87500,False,12837,'Please',11.87500,False,3269,'No',11.56250,False,29500,'(',11.43750,False,1425,'In',11.43750,False,2744,'You',11.00000,False,20018,'/******/',-11.68750,False,24038,'ByComparator',-10.00000,False,32700,'ҽ',-9.87500,False
2026-06-29T21:04:15.554126,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,59,61,LARGER_1,1,0,3,0,True,383329927,59,B,A,A,1.93750,0.50391,[59],1,0,327e7bf1b175de183631d24fc69c3ba2a6ee0215415bb59eccb382bcbe679c90,,0.80746,0.19254,2533,4322,A,1.93750,2533,B,0.50391,1.43359,0.48988,781,'\n',16.25000,False,20018,'/******/',-11.68750,False,14.31250,-2.15119,2.59103,609.60132,781,'\n',16.25000,False,17994,'________________',12.75000,False,3588,'An',12.12500,False,4149,'If',12.00000,False,1782,'The',11.87500,False,12837,'Please',11.87500,False,3269,'No',11.56250,False,29500,'(',11.43750,False,1425,'In',11.43750,False,2744,'You',11.00000,False,20018,'/******/',-11.68750,False,24038,'ByComparator',-10.00000,False,32700,'ҽ',-9.87500,False
2026-06-29T21:04:15.604793,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,59,61,LARGER_1,1,0,4,0,True,383329927,59,B,A,A,1.93750,0.50391,[59],1,0,327e7bf1b175de183631d24fc69c3ba2a6ee0215415bb59eccb382bcbe679c90,,0.80746,0.19254,2533,4322,A,1.93750,2533,B,0.50391,1.43359,0.48988,781,'\n',16.25000,False,20018,'/******/',-11.68750,False,14.31250,-2.15119,2.59103,609.60132,781,'\n',16.25000,False,17994,'________________',12.75000,False,3588,'An',12.12500,False,4149,'If',12.00000,False,1782,'The',11.87500,False,12837,'Please',11.87500,False,3269,'No',11.56250,False,29500,'(',11.43750,False,1425,'In',11.43750,False,2744,'You',11.00000,False,20018,'/******/',-11.68750,False,24038,'ByComparator',-10.00000,False,32700,'ҽ',-9.87500,False
2026-06-29T21:04:15.652086,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,59,61,LARGER_1,1,0,5,0,True,383329927,59,B,A,A,1.93750,0.50391,[59],1,0,327e7bf1b175de183631d24fc69c3ba2a6ee0215415bb59eccb382bcbe679c90,,0.80746,0.19254,2533,4322,A,1.93750,2533,B,0.50391,1.43359,0.48988,781,'\n',16.25000,False,20018,'/******/',-11.68750,False,14.31250,-2.15119,2.59103,609.60132,781,'\n',16.25000,False,17994,'________________',12.75000,False,3588,'An',12.12500,False,4149,'If',12.00000,False,1782,'The',11.87500,False,12837,'Please',11.87500,False,3269,'No',11.56250,False,29500,'(',11.43750,False,1425,'In',11.43750,False,2744,'You',11.00000,False,20018,'/******/',-11.68750,False,24038,'ByComparator',-10.00000,False,32700,'ҽ',-9.87500,False
2026-06-29T21:04:15.703924,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,59,61,LARGER_1,1,0,6,0,True,383329927,59,B,A,A,1.93750,0.50391,[59],1,0,327e7bf1b175de183631d24fc69c3ba2a6ee0215415bb59eccb382bcbe679c90,,0.80746,0.19254,2533,4322,A,1.93750,2533,B,0.50391,1.43359,0.48988,781,'\n',16.25000,False,20018,'/******/',-11.68750,False,14.31250,-2.15119,2.59103,609.60132,781,'\n',16.25000,False,17994,'________________',12.75000,False,3588,'An',12.12500,False,4149,'If',12.00000,False,1782,'The',11.87500,False,12837,'Please',11.87500,False,3269,'No',11.56250,False,29500,'(',11.43750,False,1425,'In',11.43750,False,2744,'You',11.00000,False,20018,'/******/',-11.68750,False,24038,'ByComparator',-10.00000,False,32700,'ҽ',-9.87500,False
2026-06-29T21:04:15.754971,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,59,61,LARGER_1,1,0,7,0,True,383329927,59,B,A,A,1.93750,0.50391,[59],1,0,327e7bf1b175de183631d24fc69c3ba2a6ee0215415bb59eccb382bcbe679c90,,0.80746,0.19254,2533,4322,A,1.93750,2533,B,0.50391,1.43359,0.48988,781,'\n',16.25000,False,20018,'/******/',-11.68750,False,14.31250,-2.15119,2.59103,609.60132,781,'\n',16.25000,False,17994,'________________',12.75000,False,3588,'An',12.12500,False,4149,'If',12.00000,False,1782,'The',11.87500,False,12837,'Please',11.87500,False,3269,'No',11.56250,False,29500,'(',11.43750,False,1425,'In',11.43750,False,2744,'You',11.00000,False,20018,'/******/',-11.68750,False,24038,'ByComparator',-10.00000,False,32700,'ҽ',-9.87500,False
2026-06-29T21:04:15.802465,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,59,61,LARGER_1,1,0,8,0,True,383329927,59,B,A,A,1.93750,0.50391,[59],1,0,327e7bf1b175de183631d24fc69c3ba2a6ee0215415bb59eccb382bcbe679c90,,0.80746,0.19254,2533,4322,A,1.93750,2533,B,0.50391,1.43359,0.48988,781,'\n',16.25000,False,20018,'/******/',-11.68750,False,14.31250,-2.15119,2.59103,609.60132,781,'\n',16.25000,False,17994,'________________',12.75000,False,3588,'An',12.12500,False,4149,'If',12.00000,False,1782,'The',11.87500,False,12837,'Please',11.87500,False,3269,'No',11.56250,False,29500,'(',11.43750,False,1425,'In',11.43750,False,2744,'You',11.00000,False,20018,'/******/',-11.68750,False,24038,'ByComparator',-10.00000,False,32700,'ҽ',-9.87500,False
2026-06-29T21:04:15.852671,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,59,61,LARGER_1,1,0,9,0,True,383329927,59,B,A,A,1.93750,0.50391,[59],1,0,327e7bf1b175de183631d24fc69c3ba2a6ee0215415bb59eccb382bcbe679c90,,0.80746,0.19254,2533,4322,A,1.93750,2533,B,0.50391,1.43359,0.48988,781,'\n',16.25000,False,20018,'/******/',-11.68750,False,14.31250,-2.15119,2.59103,609.60132,781,'\n',16.25000,False,17994,'________________',12.75000,False,3588,'An',12.12500,False,4149,'If',12.00000,False,1782,'The',11.87500,False,12837,'Please',11.87500,False,3269,'No',11.56250,False,29500,'(',11.43750,False,1425,'In',11.43750,False,2744,'You',11.00000,False,20018,'/******/',-11.68750,False,24038,'ByComparator',-10.00000,False,32700,'ҽ',-9.87500,False
