timestamp_utc,model_name,seed,quantization,dtype,GPU_NAME,batch_target_prompt_sz,batch_filler_token_length,batch_filler_tk_sz_mode,batch_size,question_index,run_index,target_index_in_batch,target_prompt_length,target_answer,raw_response,processed_response,argmax_option_from_logits,logit_A,logit_B,raw_vocab_logits_file,batch_lengths,unique_batch_lengths,repeated_prompts_in_batch,batch_hash
2026-06-12T21:46:44.661883,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,1,0,0,0,53,A,A,A,A,27.25000,26.37500,,[53],1,0,93b2737960a649c915458b1d00910050608ece9d2dabeeb9a7f544a490f54ddf
2026-06-12T21:46:44.721508,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,1,0,1,0,53,A,A,A,A,27.25000,26.37500,,[53],1,0,93b2737960a649c915458b1d00910050608ece9d2dabeeb9a7f544a490f54ddf
2026-06-12T21:46:44.773579,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,1,0,2,0,53,A,A,A,A,27.25000,26.37500,,[53],1,0,93b2737960a649c915458b1d00910050608ece9d2dabeeb9a7f544a490f54ddf
2026-06-12T21:46:44.827336,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,1,0,3,0,53,A,A,A,A,27.25000,26.37500,,[53],1,0,93b2737960a649c915458b1d00910050608ece9d2dabeeb9a7f544a490f54ddf
2026-06-12T21:46:44.879140,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,1,0,4,0,53,A,A,A,A,27.25000,26.37500,,[53],1,0,93b2737960a649c915458b1d00910050608ece9d2dabeeb9a7f544a490f54ddf
2026-06-12T21:46:44.930887,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,1,0,5,0,53,A,A,A,A,27.25000,26.37500,,[53],1,0,93b2737960a649c915458b1d00910050608ece9d2dabeeb9a7f544a490f54ddf
2026-06-12T21:46:44.982571,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,1,0,6,0,53,A,A,A,A,27.25000,26.37500,,[53],1,0,93b2737960a649c915458b1d00910050608ece9d2dabeeb9a7f544a490f54ddf
2026-06-12T21:46:45.034431,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,1,0,7,0,53,A,A,A,A,27.25000,26.37500,,[53],1,0,93b2737960a649c915458b1d00910050608ece9d2dabeeb9a7f544a490f54ddf
2026-06-12T21:46:45.087150,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,1,0,8,0,53,A,A,A,A,27.25000,26.37500,,[53],1,0,93b2737960a649c915458b1d00910050608ece9d2dabeeb9a7f544a490f54ddf
2026-06-12T21:46:45.138563,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,1,0,9,0,53,A,A,A,A,27.25000,26.37500,,[53],1,0,93b2737960a649c915458b1d00910050608ece9d2dabeeb9a7f544a490f54ddf
2026-06-12T21:46:45.207512,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,2,0,0,0,53,A,A,A,A,27.25000,26.37500,,"[53, 55]",2,0,cd26a49825d7ff486610a5dcbb1824667aab5b2153f948b39ab487c62443d9f1
2026-06-12T21:46:45.270044,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,2,0,1,0,53,A,A,A,A,27.25000,26.37500,,"[53, 55]",2,0,8d31ba8e1c760bfda238d53d075df009432f29c7f5c600ab7b6ad3052cd329a4
2026-06-12T21:46:45.332936,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,2,0,2,1,53,A,A,A,A,27.25000,26.37500,,"[55, 53]",2,0,3f05daf745e2213026702ef048e9ca267b7606bb1841ddf95c2f55f70bb8d7e2
2026-06-12T21:46:45.399524,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,2,0,3,0,53,A,A,A,A,27.25000,26.37500,,"[53, 55]",2,0,824e4fcf113f7d278ee3699092ebb491ff9f3e7d7bf0a661adf2f7296a0aac15
2026-06-12T21:46:45.463349,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,2,0,4,0,53,A,A,A,A,27.25000,26.37500,,"[53, 55]",2,0,5f318fcfeda46984a59ab7b4da9dcd66552cfaa3cfdc7060d38df04ac31f57f8
2026-06-12T21:46:45.526619,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,2,0,5,1,53,A,A,A,A,27.25000,26.37500,,"[55, 53]",2,0,efbcce50354bdc2c9d4f0c474b65e0fd45fcccddedd6dfc0608c6ce4b90b3c0e
2026-06-12T21:46:45.590251,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,2,0,6,0,53,A,A,A,A,27.25000,26.37500,,"[53, 55]",2,0,0c6c20755d98f8667b24b47a606c3206c0318acc47983d2a51b73da0ba826577
2026-06-12T21:46:45.654188,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,2,0,7,0,53,A,A,A,A,27.25000,26.37500,,"[53, 55]",2,0,345fb27f72880650917477bf63860f02a6708b7f4d61762110217c9820c99103
2026-06-12T21:46:45.718767,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,2,0,8,0,53,A,A,A,A,27.25000,26.37500,,"[53, 55]",2,0,999f1b1d6a093e2cb27d84b5258450782456eaee8c2bb111a0c3d116f23f2f80
2026-06-12T21:46:45.786694,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,2,0,9,1,53,A,A,A,A,27.25000,26.37500,,"[55, 53]",2,0,2459294667da64adb9c53bbddeab00b87be1edd69550b6ed0dbc04b1f4f438e5
2026-06-12T21:46:45.854094,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,4,0,0,2,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 53, 55]",2,0,7c181c1f5e87446da5bdc21dd4f62cfd3462421c23cdbac1a01182e0f9a3ac9d
2026-06-12T21:46:45.917632,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,4,0,1,2,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 53, 55]",2,0,d320730c2949177edaf665cfc34bc2f8cfde41ba85906483429b71a0c1970331
2026-06-12T21:46:45.979687,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,4,0,2,0,53,A,A,A,A,27.25000,26.37500,,"[53, 55, 55, 55]",2,0,fbb3dda6ed36433adfcf907a98fb7d324079b53e83fa167aab0f49655e16eab0
2026-06-12T21:46:46.043394,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,4,0,3,2,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 53, 55]",2,0,816672704b26abd9b99e519d0d826fad4185216005ac0289a2e5eeb6f4557075
2026-06-12T21:46:46.106923,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,4,0,4,1,53,A,A,A,A,27.25000,26.37500,,"[55, 53, 55, 55]",2,0,ac164c953678fd6f2ec75936ff63ca94a365278bd6837f6f8d6cf7d8aa1ca2ba
2026-06-12T21:46:46.170532,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,4,0,5,0,53,A,A,A,A,27.25000,26.37500,,"[53, 55, 55, 55]",2,0,320984612d9abda1410e5745db4b9ac5cc1906171a40bf221eb267201dcc3bee
2026-06-12T21:46:46.233189,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,4,0,6,0,53,A,A,A,A,27.25000,26.37500,,"[53, 55, 55, 55]",2,0,2e420ee6ded6c79dcde2c3c966684c8fa27619bb3d4943ead8420408db5e79ab
2026-06-12T21:46:46.294843,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,4,0,7,2,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 53, 55]",2,0,ba741522581cd949256172af5d8cf632d1ea3ab86a963edb4acdcf8b25ecfaa6
2026-06-12T21:46:46.361762,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,4,0,8,2,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 53, 55]",2,0,c1983a1be102a94a85458009eec8965f11ed80596e310d7d2a65973d72cf552e
2026-06-12T21:46:46.423402,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,4,0,9,0,53,A,A,A,A,27.25000,26.37500,,"[53, 55, 55, 55]",2,0,1b58e6bf7c24c737efab2f1460de8b293dd8cec45a4135a0117c69782cf60539
2026-06-12T21:46:46.520481,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,8,0,0,6,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 55, 55, 55, 55, 53, 55]",2,0,8f86dcaf0d69d9f419186dfa3667c137930fb96b4404d720ba1cb108e5a8551e
2026-06-12T21:46:46.609088,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,8,0,1,2,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 53, 55, 55, 55, 55, 55]",2,0,7bd0d9092ebe8b66c5870a232c58ecb7b2f4f1022e3f18d6ea1d2a24c685b848
2026-06-12T21:46:46.699426,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,8,0,2,3,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 55, 53, 55, 55, 55, 55]",2,0,bc3e7f0574bb64297ad281a4ca3a6007cdf2b91e72b4aded60e4a83e7edec98d
2026-06-12T21:46:46.785848,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,8,0,3,6,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 55, 55, 55, 55, 53, 55]",2,0,13add237905855413f18c9cbb761187ad14f904dc144fa37590f3814d6b77e18
2026-06-12T21:46:46.872092,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,8,0,4,5,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 55, 55, 55, 53, 55, 55]",2,0,d68f678754af15420ab01055f83f33f77208ceaee2396bc67b904e1932650615
2026-06-12T21:46:46.978955,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,8,0,5,6,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 55, 55, 55, 55, 53, 55]",2,0,474faf50825751550e5a2382ff124fc571af718b12c44e3715b5414981dbbb84
2026-06-12T21:46:47.077361,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,8,0,6,6,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 55, 55, 55, 55, 53, 55]",2,0,9b4d4f8e1d269cbc2585c7352adf1d984b6146b7f5f8861eae045d81e4b7197e
2026-06-12T21:46:47.166191,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,8,0,7,6,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 55, 55, 55, 55, 53, 55]",2,0,522255a4cdccafe3306c597a7240fdd28eadc2e599aa5c9096b63a0de9905894
2026-06-12T21:46:47.263872,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,8,0,8,7,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 55, 55, 55, 55, 55, 53]",2,0,6541871b52e6d7d122709c933ce166378a9a4f9f4d0aa39ae41a6e7e4fede84c
2026-06-12T21:46:47.367416,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,8,0,9,0,53,A,A,A,A,27.25000,26.37500,,"[53, 55, 55, 55, 55, 55, 55, 55]",2,0,02bc5f6c963e191de52dee1c3bcaf2350785ee20b8e00071f40fe68e0a986087
2026-06-12T21:46:47.504084,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,16,0,0,15,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 53]",2,0,f9a13e3116d24ddd0891567ace2fa1ef33924f942d135781c81079b19393349b
2026-06-12T21:46:47.640747,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,16,0,1,12,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 53, 55, 55, 55]",2,0,87ab1c3193f580bb9e953e50a56fbf7212f1bce764f6629eaa712abf8743f37c
2026-06-12T21:46:47.781900,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,16,0,2,7,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 55, 55, 55, 55, 55, 53, 55, 55, 55, 55, 55, 55, 55, 55]",2,0,8b04f69ced81ae3ccbd7bf6a7f8dca7358b390258953364fcc99e947b7f88308
2026-06-12T21:46:47.917374,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,16,0,3,12,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 53, 55, 55, 55]",2,0,c53757036320f456d798ecaa960a28bd6ba6e2212a9e703a9da020bc381329c8
2026-06-12T21:46:48.056079,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,16,0,4,7,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 55, 55, 55, 55, 55, 53, 55, 55, 55, 55, 55, 55, 55, 55]",2,0,bfda5d77d0f82204b43c4fcdd9692ef2c0759878bf2a74935d5271a96d04300b
2026-06-12T21:46:48.201199,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,16,0,5,15,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 53]",2,0,fbfeb6cb4f5f653d3b6f02105ccb2df6d8b28697a14b3776facc8d1f686ca7f0
2026-06-12T21:46:48.329241,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,16,0,6,11,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 53, 55, 55, 55, 55]",2,0,f040111afa472e8da91f0475361c1e58a3ac05611d80518f5b96e0508f62d0e8
2026-06-12T21:46:48.466280,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,16,0,7,14,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 53, 55]",2,0,cacbaa217cccd787d15ad2a1d48626b3ff953e485d61bf1870a5d3ae261308ad
2026-06-12T21:46:48.594099,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,16,0,8,2,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 53, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55]",2,0,06b125db672e42f596a0e4b7e98a4f20ae379419f580cf1061478c1568a90d90
2026-06-12T21:46:48.731861,gemma-2-9b,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,53,55,LARGER_1,16,0,9,8,53,A,A,A,A,27.25000,26.37500,,"[55, 55, 55, 55, 55, 55, 55, 55, 53, 55, 55, 55, 55, 55, 55, 55]",2,0,3746fe18c50b0fd149a396bb8bde22f9926fcbced0dee3825d1a5049d01c3e4d
