timestamp_utc,model_name,seed,quantization,dtype,GPU_NAME,batch_target_prompt_sz,batch_filler_token_length,batch_filler_tk_sz_mode,batch_size,question_index,run_index,target_index_in_batch,frozen_batch,batch_random_state,target_prompt_length,target_answer,processed_response,argmax_option_from_logits,logit_A,logit_B,logit_C,logit_D,batch_lengths,unique_batch_lengths,repeated_prompts_in_batch,batch_hash,raw_vocab_logits_file,prob_A,prob_B,prob_C,prob_D,rank_A,rank_B,rank_C,rank_D,best_choice_from_logits,best_choice_logit,best_choice_rank,second_choice_from_logits,second_choice_logit,choice_margin_top1_top2,choice_entropy,global_max_token_id,global_max_token_repr,global_max_token_logit,global_max_token_is_choice,global_min_token_id,global_min_token_repr,global_min_token_logit,global_min_token_is_choice,gap_global_best_minus_best_choice,logits_mean,logits_std,logits_l2_norm,top1_token_id,top1_token_repr,top1_token_logit,top1_is_choice,top2_token_id,top2_token_repr,top2_token_logit,top2_is_choice,top3_token_id,top3_token_repr,top3_token_logit,top3_is_choice,top4_token_id,top4_token_repr,top4_token_logit,top4_is_choice,top5_token_id,top5_token_repr,top5_token_logit,top5_is_choice,top6_token_id,top6_token_repr,top6_token_logit,top6_is_choice,top7_token_id,top7_token_repr,top7_token_logit,top7_is_choice,top8_token_id,top8_token_repr,top8_token_logit,top8_is_choice,top9_token_id,top9_token_repr,top9_token_logit,top9_is_choice,top10_token_id,top10_token_repr,top10_token_logit,top10_is_choice,bottom1_token_id,bottom1_token_repr,bottom1_token_logit,bottom1_is_choice,bottom2_token_id,bottom2_token_repr,bottom2_token_logit,bottom2_is_choice,bottom3_token_id,bottom3_token_repr,bottom3_token_logit,bottom3_is_choice
2026-06-29T00:06:24.683868,Qwen2.5-7B,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,106,113,LARGER_1,1,0,0,0,True,383329927,106,D,A,A,16.50000,14.25000,14.31250,15.93750,[106],1,0,83ffedeb7a8a234eab483514bd43e611ca47bd37fd5df8d3fbfc72b2110e802f,,0.55948,0.05897,0.06277,0.31878,1,4,3,2,A,16.50000,1,D,15.93750,0.56250,1.03006,32,'A',16.50000,True,151478,'⚗',-20.62500,False,0.00000,-4.01841,2.33642,1812.61487,32,'A',16.50000,True,35,'D',15.93750,True,34,'C',14.31250,True,33,'B',14.25000,True,785,'The',13.06250,False,1249,'To',12.31250,False,16141,'Answer',12.12500,False,40,'I',11.93750,False,8304,'Step',11.25000,False,28715,'Based',10.81250,False,151478,'⚗',-20.62500,False,137230,'توج',-17.37500,False,137562,'صند',-17.25000,False
2026-06-29T00:06:24.760239,Qwen2.5-7B,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,106,113,LARGER_1,1,0,1,0,True,383329927,106,D,A,A,16.50000,14.25000,14.31250,15.93750,[106],1,0,83ffedeb7a8a234eab483514bd43e611ca47bd37fd5df8d3fbfc72b2110e802f,,0.55948,0.05897,0.06277,0.31878,1,4,3,2,A,16.50000,1,D,15.93750,0.56250,1.03006,32,'A',16.50000,True,151478,'⚗',-20.62500,False,0.00000,-4.01841,2.33642,1812.61487,32,'A',16.50000,True,35,'D',15.93750,True,34,'C',14.31250,True,33,'B',14.25000,True,785,'The',13.06250,False,1249,'To',12.31250,False,16141,'Answer',12.12500,False,40,'I',11.93750,False,8304,'Step',11.25000,False,28715,'Based',10.81250,False,151478,'⚗',-20.62500,False,137230,'توج',-17.37500,False,137562,'صند',-17.25000,False
2026-06-29T00:06:24.832879,Qwen2.5-7B,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,106,113,LARGER_1,1,0,2,0,True,383329927,106,D,A,A,16.50000,14.25000,14.31250,15.93750,[106],1,0,83ffedeb7a8a234eab483514bd43e611ca47bd37fd5df8d3fbfc72b2110e802f,,0.55948,0.05897,0.06277,0.31878,1,4,3,2,A,16.50000,1,D,15.93750,0.56250,1.03006,32,'A',16.50000,True,151478,'⚗',-20.62500,False,0.00000,-4.01841,2.33642,1812.61487,32,'A',16.50000,True,35,'D',15.93750,True,34,'C',14.31250,True,33,'B',14.25000,True,785,'The',13.06250,False,1249,'To',12.31250,False,16141,'Answer',12.12500,False,40,'I',11.93750,False,8304,'Step',11.25000,False,28715,'Based',10.81250,False,151478,'⚗',-20.62500,False,137230,'توج',-17.37500,False,137562,'صند',-17.25000,False
2026-06-29T00:06:24.902910,Qwen2.5-7B,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,106,113,LARGER_1,1,0,3,0,True,383329927,106,D,A,A,16.50000,14.25000,14.31250,15.93750,[106],1,0,83ffedeb7a8a234eab483514bd43e611ca47bd37fd5df8d3fbfc72b2110e802f,,0.55948,0.05897,0.06277,0.31878,1,4,3,2,A,16.50000,1,D,15.93750,0.56250,1.03006,32,'A',16.50000,True,151478,'⚗',-20.62500,False,0.00000,-4.01841,2.33642,1812.61487,32,'A',16.50000,True,35,'D',15.93750,True,34,'C',14.31250,True,33,'B',14.25000,True,785,'The',13.06250,False,1249,'To',12.31250,False,16141,'Answer',12.12500,False,40,'I',11.93750,False,8304,'Step',11.25000,False,28715,'Based',10.81250,False,151478,'⚗',-20.62500,False,137230,'توج',-17.37500,False,137562,'صند',-17.25000,False
2026-06-29T00:06:24.973613,Qwen2.5-7B,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,106,113,LARGER_1,1,0,4,0,True,383329927,106,D,A,A,16.50000,14.25000,14.31250,15.93750,[106],1,0,83ffedeb7a8a234eab483514bd43e611ca47bd37fd5df8d3fbfc72b2110e802f,,0.55948,0.05897,0.06277,0.31878,1,4,3,2,A,16.50000,1,D,15.93750,0.56250,1.03006,32,'A',16.50000,True,151478,'⚗',-20.62500,False,0.00000,-4.01841,2.33642,1812.61487,32,'A',16.50000,True,35,'D',15.93750,True,34,'C',14.31250,True,33,'B',14.25000,True,785,'The',13.06250,False,1249,'To',12.31250,False,16141,'Answer',12.12500,False,40,'I',11.93750,False,8304,'Step',11.25000,False,28715,'Based',10.81250,False,151478,'⚗',-20.62500,False,137230,'توج',-17.37500,False,137562,'صند',-17.25000,False
2026-06-29T00:06:25.043949,Qwen2.5-7B,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,106,113,LARGER_1,1,0,5,0,True,383329927,106,D,A,A,16.50000,14.25000,14.31250,15.93750,[106],1,0,83ffedeb7a8a234eab483514bd43e611ca47bd37fd5df8d3fbfc72b2110e802f,,0.55948,0.05897,0.06277,0.31878,1,4,3,2,A,16.50000,1,D,15.93750,0.56250,1.03006,32,'A',16.50000,True,151478,'⚗',-20.62500,False,0.00000,-4.01841,2.33642,1812.61487,32,'A',16.50000,True,35,'D',15.93750,True,34,'C',14.31250,True,33,'B',14.25000,True,785,'The',13.06250,False,1249,'To',12.31250,False,16141,'Answer',12.12500,False,40,'I',11.93750,False,8304,'Step',11.25000,False,28715,'Based',10.81250,False,151478,'⚗',-20.62500,False,137230,'توج',-17.37500,False,137562,'صند',-17.25000,False
2026-06-29T00:06:25.121692,Qwen2.5-7B,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,106,113,LARGER_1,1,0,6,0,True,383329927,106,D,A,A,16.50000,14.25000,14.31250,15.93750,[106],1,0,83ffedeb7a8a234eab483514bd43e611ca47bd37fd5df8d3fbfc72b2110e802f,,0.55948,0.05897,0.06277,0.31878,1,4,3,2,A,16.50000,1,D,15.93750,0.56250,1.03006,32,'A',16.50000,True,151478,'⚗',-20.62500,False,0.00000,-4.01841,2.33642,1812.61487,32,'A',16.50000,True,35,'D',15.93750,True,34,'C',14.31250,True,33,'B',14.25000,True,785,'The',13.06250,False,1249,'To',12.31250,False,16141,'Answer',12.12500,False,40,'I',11.93750,False,8304,'Step',11.25000,False,28715,'Based',10.81250,False,151478,'⚗',-20.62500,False,137230,'توج',-17.37500,False,137562,'صند',-17.25000,False
2026-06-29T00:06:25.190011,Qwen2.5-7B,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,106,113,LARGER_1,1,0,7,0,True,383329927,106,D,A,A,16.50000,14.25000,14.31250,15.93750,[106],1,0,83ffedeb7a8a234eab483514bd43e611ca47bd37fd5df8d3fbfc72b2110e802f,,0.55948,0.05897,0.06277,0.31878,1,4,3,2,A,16.50000,1,D,15.93750,0.56250,1.03006,32,'A',16.50000,True,151478,'⚗',-20.62500,False,0.00000,-4.01841,2.33642,1812.61487,32,'A',16.50000,True,35,'D',15.93750,True,34,'C',14.31250,True,33,'B',14.25000,True,785,'The',13.06250,False,1249,'To',12.31250,False,16141,'Answer',12.12500,False,40,'I',11.93750,False,8304,'Step',11.25000,False,28715,'Based',10.81250,False,151478,'⚗',-20.62500,False,137230,'توج',-17.37500,False,137562,'صند',-17.25000,False
2026-06-29T00:06:25.257999,Qwen2.5-7B,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,106,113,LARGER_1,1,0,8,0,True,383329927,106,D,A,A,16.50000,14.25000,14.31250,15.93750,[106],1,0,83ffedeb7a8a234eab483514bd43e611ca47bd37fd5df8d3fbfc72b2110e802f,,0.55948,0.05897,0.06277,0.31878,1,4,3,2,A,16.50000,1,D,15.93750,0.56250,1.03006,32,'A',16.50000,True,151478,'⚗',-20.62500,False,0.00000,-4.01841,2.33642,1812.61487,32,'A',16.50000,True,35,'D',15.93750,True,34,'C',14.31250,True,33,'B',14.25000,True,785,'The',13.06250,False,1249,'To',12.31250,False,16141,'Answer',12.12500,False,40,'I',11.93750,False,8304,'Step',11.25000,False,28715,'Based',10.81250,False,151478,'⚗',-20.62500,False,137230,'توج',-17.37500,False,137562,'صند',-17.25000,False
2026-06-29T00:06:25.325544,Qwen2.5-7B,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,106,113,LARGER_1,1,0,9,0,True,383329927,106,D,A,A,16.50000,14.25000,14.31250,15.93750,[106],1,0,83ffedeb7a8a234eab483514bd43e611ca47bd37fd5df8d3fbfc72b2110e802f,,0.55948,0.05897,0.06277,0.31878,1,4,3,2,A,16.50000,1,D,15.93750,0.56250,1.03006,32,'A',16.50000,True,151478,'⚗',-20.62500,False,0.00000,-4.01841,2.33642,1812.61487,32,'A',16.50000,True,35,'D',15.93750,True,34,'C',14.31250,True,33,'B',14.25000,True,785,'The',13.06250,False,1249,'To',12.31250,False,16141,'Answer',12.12500,False,40,'I',11.93750,False,8304,'Step',11.25000,False,28715,'Based',10.81250,False,151478,'⚗',-20.62500,False,137230,'توج',-17.37500,False,137562,'صند',-17.25000,False
