timestamp_utc,model_name,seed,quantization,dtype,GPU_NAME,batch_target_prompt_sz,batch_filler_token_length,batch_filler_tk_sz_mode,batch_size,question_index,run_index,target_index_in_batch,target_prompt_length,target_answer,raw_response,processed_response,argmax_option_from_logits,logit_A,logit_B,logit_C,logit_D,logit_E,raw_vocab_logits_file,batch_lengths,unique_batch_lengths,repeated_prompts_in_batch,batch_hash
2026-06-09T23:37:05.419699,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,1,0,0,0,79,C,A,A,A,2.09375,-0.41406,0.82812,-0.33984,-0.92578,,[79],1,0,689e0c4987dc0b5f6f703dcf126f6d6292c94eb89b9406d04cba1ecb4f90391b
2026-06-09T23:37:05.458049,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,1,0,1,0,79,C,A,A,A,2.09375,-0.41406,0.82812,-0.33984,-0.92578,,[79],1,0,689e0c4987dc0b5f6f703dcf126f6d6292c94eb89b9406d04cba1ecb4f90391b
2026-06-09T23:37:05.494475,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,1,0,2,0,79,C,A,A,A,2.09375,-0.41406,0.82812,-0.33984,-0.92578,,[79],1,0,689e0c4987dc0b5f6f703dcf126f6d6292c94eb89b9406d04cba1ecb4f90391b
2026-06-09T23:37:05.528981,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,1,0,3,0,79,C,A,A,A,2.09375,-0.41406,0.82812,-0.33984,-0.92578,,[79],1,0,689e0c4987dc0b5f6f703dcf126f6d6292c94eb89b9406d04cba1ecb4f90391b
2026-06-09T23:37:05.564997,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,1,0,4,0,79,C,A,A,A,2.09375,-0.41406,0.82812,-0.33984,-0.92578,,[79],1,0,689e0c4987dc0b5f6f703dcf126f6d6292c94eb89b9406d04cba1ecb4f90391b
2026-06-09T23:37:05.599398,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,1,0,5,0,79,C,A,A,A,2.09375,-0.41406,0.82812,-0.33984,-0.92578,,[79],1,0,689e0c4987dc0b5f6f703dcf126f6d6292c94eb89b9406d04cba1ecb4f90391b
2026-06-09T23:37:05.633355,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,1,0,6,0,79,C,A,A,A,2.09375,-0.41406,0.82812,-0.33984,-0.92578,,[79],1,0,689e0c4987dc0b5f6f703dcf126f6d6292c94eb89b9406d04cba1ecb4f90391b
2026-06-09T23:37:05.666795,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,1,0,7,0,79,C,A,A,A,2.09375,-0.41406,0.82812,-0.33984,-0.92578,,[79],1,0,689e0c4987dc0b5f6f703dcf126f6d6292c94eb89b9406d04cba1ecb4f90391b
2026-06-09T23:37:05.699836,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,1,0,8,0,79,C,A,A,A,2.09375,-0.41406,0.82812,-0.33984,-0.92578,,[79],1,0,689e0c4987dc0b5f6f703dcf126f6d6292c94eb89b9406d04cba1ecb4f90391b
2026-06-09T23:37:05.733387,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,1,0,9,0,79,C,A,A,A,2.09375,-0.41406,0.82812,-0.33984,-0.92578,,[79],1,0,689e0c4987dc0b5f6f703dcf126f6d6292c94eb89b9406d04cba1ecb4f90391b
2026-06-09T23:37:05.777504,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,2,0,0,0,79,C,A,A,A,2.10938,-0.41016,0.82812,-0.34766,-0.87891,,"[79, 81]",2,0,f6a7b881548dc01b80ba45d6968e8dc94a0d8b89f62765cbea3f9475214beaba
2026-06-09T23:37:05.819697,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,2,0,1,0,79,C,A,A,A,2.10938,-0.41016,0.82812,-0.34766,-0.87891,,"[79, 81]",2,0,da1f3049860794345e9dae87c7a7ed307398ceac9adad0ae755c326c95da3745
2026-06-09T23:37:05.861566,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,2,0,2,1,79,C,A,A,A,2.10938,-0.41016,0.82812,-0.34766,-0.87891,,"[81, 79]",2,0,67d5271ec3843bcf1390b4da1b9c58edb12394c684e6328e6b8d0abb46974648
2026-06-09T23:37:05.907792,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,2,0,3,0,79,C,A,A,A,2.10938,-0.41016,0.82812,-0.34766,-0.87891,,"[79, 81]",2,0,7983153ecd7a826ce8397a96c65cbfd16e8a13b4c516d89847f4c9db657587ef
2026-06-09T23:37:05.950381,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,2,0,4,0,79,C,A,A,A,2.10938,-0.41016,0.82812,-0.34766,-0.87891,,"[79, 81]",2,0,e4b479ba709049abb0386e23d73eacd2fe684e063cca63b6bdd32bd13832cbeb
2026-06-09T23:37:05.992919,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,2,0,5,1,79,C,A,A,A,2.10938,-0.41016,0.82812,-0.34766,-0.87891,,"[81, 79]",2,0,e097c49a6daefad49ff6066be8420e5bff4f13da849dccc719fa2daa1f776dd1
2026-06-09T23:37:06.035275,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,2,0,6,0,79,C,A,A,A,2.10938,-0.41016,0.82812,-0.34766,-0.87891,,"[79, 81]",2,0,7f62ca171d9335cc253fefd6f39832937b154f8ef9c6011f5d3b9036c92000ca
2026-06-09T23:37:06.080132,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,2,0,7,0,79,C,A,A,A,2.10938,-0.41016,0.82812,-0.34766,-0.87891,,"[79, 81]",2,0,25417a188bd2dabff0b76108c62a843705c23680a64adb9db0209594c50af357
2026-06-09T23:37:06.121479,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,2,0,8,0,79,C,A,A,A,2.10938,-0.41016,0.82812,-0.34766,-0.87891,,"[79, 81]",2,0,d909511eaa169899470df5da271a6c6ed52afa042ce6fc8cbe7c92ece9511b60
2026-06-09T23:37:06.162362,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,2,0,9,1,79,C,A,A,A,2.10938,-0.41016,0.82812,-0.34766,-0.87891,,"[81, 79]",2,0,a0b3ee6b124844eed0b6da4ac328f7134d3e7f2b0b94afcad6fd232ef85bcf85
2026-06-09T23:37:06.211011,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,4,0,0,2,79,C,A,A,A,2.06250,-0.44922,0.77734,-0.40234,-0.90625,,"[81, 81, 79, 81]",2,0,93c35e04ed49b6b3d56738f48f50fe3611009f8420cdcbb13822fb06305aabf6
2026-06-09T23:37:06.260196,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,4,0,1,2,79,C,A,A,A,2.06250,-0.44922,0.77734,-0.40234,-0.90625,,"[81, 81, 79, 81]",2,0,a58f38686d41020339dd3bc9310432ee51a03131ec3c256d880490765bdab01d
2026-06-09T23:37:06.311586,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,4,0,2,0,79,C,A,A,A,2.06250,-0.44922,0.77734,-0.40234,-0.90625,,"[79, 81, 81, 81]",2,0,cf642e9b10f5c901628c8ff71189749f54e06aaab661842bebfea9f75bb9a852
2026-06-09T23:37:06.362461,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,4,0,3,2,79,C,A,A,A,2.06250,-0.44922,0.77734,-0.40234,-0.90625,,"[81, 81, 79, 81]",2,0,8954016a6ec77399f86d13229c370985bc8d76b46f89a13090eaa63612b84fc6
2026-06-09T23:37:06.412824,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,4,0,4,1,79,C,A,A,A,2.06250,-0.44922,0.77734,-0.40234,-0.90625,,"[81, 79, 81, 81]",2,0,edd3cf2c9613ae388db795378a71e4a5738e1f8ef1768be2ceedc7deaf75c18d
2026-06-09T23:37:06.465355,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,4,0,5,0,79,C,A,A,A,2.06250,-0.44922,0.77734,-0.40234,-0.90625,,"[79, 81, 81, 81]",2,0,6220aaa38547767ca30b0c201bd10deeee2184c092e7dedf0028c892902350a8
2026-06-09T23:37:06.515969,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,4,0,6,0,79,C,A,A,A,2.06250,-0.44922,0.77734,-0.40234,-0.90625,,"[79, 81, 81, 81]",2,0,49ce63b1c1af075e63b5abaffd2ee8374ebe2d481665a78088e5c3c7513347e8
2026-06-09T23:37:06.566186,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,4,0,7,2,79,C,A,A,A,2.06250,-0.44922,0.77734,-0.40234,-0.90625,,"[81, 81, 79, 81]",2,0,328bbe652c33c2851de64819833f9cc5514e89cb3fda69d1a532ab4711181c33
2026-06-09T23:37:06.615554,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,4,0,8,2,79,C,A,A,A,2.06250,-0.44922,0.77734,-0.40234,-0.90625,,"[81, 81, 79, 81]",2,0,b8480ece256ef1e8b4db7189dfdd74b845b39593924bafa7e8b28ca94a289534
2026-06-09T23:37:06.668089,Mistral-7B-v0.3,42,bf16,bf16,NVIDIA A100-PCIE-40GB MIG 7g.40gb,79,81,LARGER_1,4,0,9,0,79,C,A,A,A,2.06250,-0.44922,0.77734,-0.40234,-0.90625,,"[79, 81, 81, 81]",2,0,c0a0ba2bde7721e3a30b2703b96b72284a0abf3218cc63e49332229fc2454150
